[Train] Epoch:[0/100]	 loss=0.03129	 acc=0.073
[Train] Epoch:[52/100]	 loss=0.00087	 acc=0.966
[Train] Epoch:[53/100]	 loss=0.00081	 acc=0.970
[Train] Epoch:[54/100]	 loss=0.00071	 acc=0.974
[Train] Epoch:[55/100]	 loss=0.00088	 acc=0.966
[Train] Epoch:[56/100]	 loss=0.00101	 acc=0.960
[Train] Epoch:[57/100]	 loss=0.00071	 acc=0.973
[Train] Epoch:[58/100]	 loss=0.00063	 acc=0.978
[Train] Epoch:[59/100]	 loss=0.00077	 acc=0.971
[Train] Epoch:[60/100]	 loss=0.00098	 acc=0.962
[Train] Epoch:[61/100]	 loss=0.00079	 acc=0.970
[Train] Epoch:[62/100]	 loss=0.00070	 acc=0.973
[Train] Epoch:[63/100]	 loss=0.00070	 acc=0.974
[Train] Epoch:[64/100]	 loss=0.00072	 acc=0.973
[Train] Epoch:[65/100]	 loss=0.00098	 acc=0.961
[Train] Epoch:[66/100]	 loss=0.00077	 acc=0.971
[Train] Epoch:[67/100]	 loss=0.00077	 acc=0.970
[Train] Epoch:[68/100]	 loss=0.00073	 acc=0.972
[Train] Epoch:[69/100]	 loss=0.00064	 acc=0.976
[Train] Epoch:[70/100]	 loss=0.00085	 acc=0.968
[Train] Epoch:[71/100]	 loss=0.00075	 acc=0.971
[Train] Epoch:[72/100]	 loss=0.00074	 acc=0.972
[Train] Epoch:[73/100]	 loss=0.00071	 acc=0.973
[Train] Epoch:[74/100]	 loss=0.00065	 acc=0.976
[Train] Epoch:[75/100]	 loss=0.00082	 acc=0.968
[Train] Epoch:[76/100]	 loss=0.00080	 acc=0.969
[Train] Epoch:[77/100]	 loss=0.00058	 acc=0.979
[Train] Epoch:[78/100]	 loss=0.00063	 acc=0.976
[Train] Epoch:[79/100]	 loss=0.00082	 acc=0.968
[Train] Epoch:[80/100]	 loss=0.00080	 acc=0.970
[Train] Epoch:[81/100]	 loss=0.00069	 acc=0.975
[Train] Epoch:[82/100]	 loss=0.00060	 acc=0.979
[Train] Epoch:[83/100]	 loss=0.00067	 acc=0.975
[Train] Epoch:[84/100]	 loss=0.00083	 acc=0.969
[Train] Epoch:[85/100]	 loss=0.00070	 acc=0.973
[Train] Epoch:[86/100]	 loss=0.00066	 acc=0.976
[Train] Epoch:[87/100]	 loss=0.00062	 acc=0.977
[Train] Epoch:[88/100]	 loss=0.00085	 acc=0.967
[Train] Epoch:[89/100]	 loss=0.00073	 acc=0.973
[Train] Epoch:[90/100]	 loss=0.00058	 acc=0.979
[Train] Epoch:[91/100]	 loss=0.00063	 acc=0.976
[Train] Epoch:[92/100]	 loss=0.00067	 acc=0.975
[Train] Epoch:[93/100]	 loss=0.00072	 acc=0.973
[Train] Epoch:[94/100]	 loss=0.00078	 acc=0.969
[Train] Epoch:[95/100]	 loss=0.00071	 acc=0.973
[Train] Epoch:[96/100]	 loss=0.00057	 acc=0.979
[Train] Epoch:[97/100]	 loss=0.00064	 acc=0.976
[Train] Epoch:[98/100]	 loss=0.00072	 acc=0.973
[Train] Epoch:[99/100]	 loss=0.00073	 acc=0.972
