[Train] Epoch:[0/100]	 loss=0.00967	 acc=0.689
[Train] Epoch:[48/100]	 loss=0.00265	 acc=0.893
[Train] Epoch:[49/100]	 loss=0.00273	 acc=0.889
[Train] Epoch:[50/100]	 loss=0.00273	 acc=0.892
[Train] Epoch:[51/100]	 loss=0.00268	 acc=0.893
[Train] Epoch:[52/100]	 loss=0.00266	 acc=0.893
[Train] Epoch:[53/100]	 loss=0.00264	 acc=0.895
[Train] Epoch:[54/100]	 loss=0.00260	 acc=0.895
[Train] Epoch:[55/100]	 loss=0.00274	 acc=0.891
[Train] Epoch:[56/100]	 loss=0.00267	 acc=0.892
[Train] Epoch:[57/100]	 loss=0.00263	 acc=0.894
[Train] Epoch:[58/100]	 loss=0.00269	 acc=0.891
[Train] Epoch:[59/100]	 loss=0.00266	 acc=0.893
[Train] Epoch:[60/100]	 loss=0.00260	 acc=0.896
[Train] Epoch:[61/100]	 loss=0.00266	 acc=0.893
[Train] Epoch:[62/100]	 loss=0.00268	 acc=0.894
[Train] Epoch:[63/100]	 loss=0.00264	 acc=0.895
[Train] Epoch:[64/100]	 loss=0.00263	 acc=0.895
[Train] Epoch:[65/100]	 loss=0.00261	 acc=0.897
[Train] Epoch:[66/100]	 loss=0.00262	 acc=0.896
[Train] Epoch:[67/100]	 loss=0.00260	 acc=0.896
[Train] Epoch:[68/100]	 loss=0.00261	 acc=0.895
[Train] Epoch:[69/100]	 loss=0.00260	 acc=0.896
[Train] Epoch:[70/100]	 loss=0.00261	 acc=0.897
[Train] Epoch:[71/100]	 loss=0.00259	 acc=0.896
[Train] Epoch:[72/100]	 loss=0.00265	 acc=0.895
[Train] Epoch:[73/100]	 loss=0.00257	 acc=0.898
[Train] Epoch:[74/100]	 loss=0.00258	 acc=0.895
[Train] Epoch:[75/100]	 loss=0.00268	 acc=0.895
[Train] Epoch:[76/100]	 loss=0.00256	 acc=0.898
[Train] Epoch:[77/100]	 loss=0.00262	 acc=0.895
[Train] Epoch:[78/100]	 loss=0.00249	 acc=0.901
[Train] Epoch:[79/100]	 loss=0.00255	 acc=0.898
[Train] Epoch:[80/100]	 loss=0.00261	 acc=0.897
[Train] Epoch:[81/100]	 loss=0.00256	 acc=0.897
[Train] Epoch:[82/100]	 loss=0.00260	 acc=0.897
[Train] Epoch:[83/100]	 loss=0.00256	 acc=0.898
[Train] Epoch:[84/100]	 loss=0.00259	 acc=0.896
[Train] Epoch:[85/100]	 loss=0.00256	 acc=0.897
[Train] Epoch:[86/100]	 loss=0.00258	 acc=0.899
[Train] Epoch:[87/100]	 loss=0.00255	 acc=0.899
[Train] Epoch:[88/100]	 loss=0.00254	 acc=0.900
[Train] Epoch:[89/100]	 loss=0.00247	 acc=0.902
[Train] Epoch:[90/100]	 loss=0.00255	 acc=0.899
[Train] Epoch:[91/100]	 loss=0.00257	 acc=0.898
[Train] Epoch:[92/100]	 loss=0.00255	 acc=0.898
[Train] Epoch:[93/100]	 loss=0.00257	 acc=0.898
[Train] Epoch:[94/100]	 loss=0.00252	 acc=0.899
[Train] Epoch:[95/100]	 loss=0.00250	 acc=0.900
[Train] Epoch:[96/100]	 loss=0.00247	 acc=0.899
[Train] Epoch:[97/100]	 loss=0.00248	 acc=0.902
[Train] Epoch:[98/100]	 loss=0.00264	 acc=0.895
[Train] Epoch:[99/100]	 loss=0.00249	 acc=0.901
